lake_lon_decdeg,lake_lat_decdeg,lagoslakeid,lake_namelagos
-101.686246856,42.8102946066,348343,NA
-101.678164717,42.9169341772,348344,NA
-101.572173994,42.9945323228,348345,NA
-101.505138036,42.9649848999,348346,Clubhouse Lake
-101.471966704,43.005292362,348347,Scotchman Lake
-101.425955066,42.7256174321,348348,Medicine Lake
-101.395192726,42.4842041731,348349,NA
-101.312625018,42.5373043059,348350,NA
-101.10655414,42.7038351989,348351,NA
-100.925857557,42.5398361811,348352,Windmill Lake
-100.638704261,43.3052560169,348353,NA
-100.556309946,42.592582184,348354,NA
-100.562017236,43.0664827516,348355,NA
-100.547263833,43.038052596,348356,NA
-100.524770641,42.5582450165,348357,NA
-100.51982618,42.8927710202,348358,NA
-100.521523338,43.326987581,348359,Tower Lake
-100.499339293,42.5261431424,348360,NA
-100.496150095,42.7470169691,348361,NA
-100.475839375,42.7379354876,348362,NA
-100.409939066,42.7083425853,348363,NA
-100.403056209,43.0914856613,348364,NA
-100.131678714,42.9821333009,348365,NA
-100.086105923,42.9679983901,348366,NA
-100.05179919,42.9591733465,348367,Worth Reservoir
-100.010224861,42.5499126295,348368,NA
-100.00921198100001,42.8954586661,348369,NA
-99.984117943,42.8909829586,348370,NA
-99.9645636549,42.519094619,348371,NA
-99.9427852719,43.0713404103,348372,NA
-99.8635628079,42.557996068,348373,NA
-99.8473233517,42.3173778085,348374,NA
-99.7807116182,42.3136567897,348375,NA
-99.6813195843,42.6356299424,348376,NA
-99.6491664819,43.0796730334,348377,NA
-99.626048411,42.9822216697,348378,NA
-99.5857769803,42.9776460508,348379,Nilson Reservoir
-99.5753793026,42.9211647309,348380,Eagles Nest Lake
-99.5586416509,42.8648808722,348381,NA
-99.5458245938,42.9006443197,348382,NA
-99.4532660657,42.7511315341,348383,NA
-99.4260264619,42.9214912998,348384,NA
-99.4327095829,43.136917418,348385,NA
-99.4158686604,42.976797293,348386,NA
-99.402385658,42.8758693523,348387,NA
-99.3984719828,42.9987153305,348388,NA
-99.3955423526,42.9970542138,348389,NA
-99.3646417359,42.8794027704,348390,NA
-99.3699937797,43.184849555,348391,NA
-99.3265883749,42.6480896078,348392,NA
-99.3220311712,42.6435155159,348393,NA
-99.3136502111,42.6423100704,348394,NA
-99.3171333908,42.6789736681,348395,NA
-99.3261308555,42.948058981,348396,NA
-99.3248089644,42.9675012492,348397,Hitchcock Reservoir
-99.3001098739,43.1430899301,348398,NA
-99.2793021106,42.792561715,348399,NA
-99.2227375115,42.9387808445,348400,NA
-99.1752300772,42.8198900519,348401,NA
-99.1417485605,43.0625201797,348402,Indian Lake
-99.1427499778,43.0843914821,348403,Lake Berry
-99.1226890148,42.7111140619,348404,NA
-99.0769048988,42.6882052752,348405,NA
-99.0591531512,42.669990413,348406,NA
-99.0602177756,42.8728135902,348407,NA
-98.9837153748,42.7922802131,348408,NA
-98.9537386196,42.7831420207,348409,NA
-98.9394909986,43.0142422423,348410,NA
-98.9292273952,43.0293250569,348411,NA
-98.9295962147,43.0406857429,348412,NA
-98.9060901419,43.0091091272,348413,NA
-98.8012739382,42.7339927204,348414,NA
-98.8014649595,42.7226089003,348415,Coleman Reservoir Number 2
-98.7720452895,42.9102422574,348416,Reiman Reservoir
-98.7414097114,42.7821403405,348417,NA
-98.6890064515,42.8354946959,348418,NA
-98.6423653909,42.7044870535,348419,NA
-98.6406969632,42.8177774032,348420,NA
-98.6202703395,42.6501229203,348421,NA
-98.6125113494,42.9194604768,348422,NA
-98.5048848992,42.6913380735,348423,Pinkerman Reservoir Number 1
-98.4985896105,42.8474523766,348424,NA
-98.4451334409,42.6222916614,348425,NA
-98.3595158982,42.6411191368,348426,Revell Ponds
-98.3632331748,42.6409378675,348427,NA
-98.3116552979,42.6219044988,348428,NA
-98.2750098488,42.8292672137,348429,NA
-98.2578566433,42.5573368065,348430,NA
-98.2589715299,42.6784212154,348431,NA
-98.2353072391,42.3739395655,348432,NA
-98.206281467,42.6775572851,348433,NA
-98.1909384498,42.6345529432,348434,NA
-98.194168882,42.6838656186,348435,NA
-98.1835605314,42.4264331724,348436,NA
-98.1696417263,42.7523498654,348437,NA
-98.1563814047,42.3912278441,348438,NA
-98.1568071671,42.5542706488,348439,NA
-98.1427224566,42.6101637799,348440,NA
-98.1169892728,42.37329674,348441,Grove Lake
-98.034777335,42.6864265394,348442,NA
-98.031683109,42.6807025935,348443,Paesl Reservoir
-98.0380087931,42.7252241609,348444,NA
-97.9878965736,42.4982314792,348445,NA
-97.9990895045,42.6944518061,348446,NA
-100.647552994,42.5333831369,348447,Whitewater Lake
-104.240439646,42.6875211358,348448,NA
-103.647216487,42.5106262212,348449,NA
-103.37777414,42.3457445226,348450,NA
-103.289711216,42.0808533708,348451,NA
-103.102143436,42.3045912666,348452,NA
-103.098759931,42.6072265925,348453,NA
-102.904894751,42.457761519500004,348454,NA
-102.850440323,42.4989207081,348455,NA
-102.77273804,42.0255481411,348456,NA
-102.779970675,42.1272052103,348457,NA
-102.746357479,42.1970624162,348458,NA
-102.726823313,42.387113532,348459,NA
-102.726657,42.6733087978,348460,NA
-102.706731995,42.0018664213,348461,NA
-102.715377514,42.1381958261,348462,NA
-102.687326523,42.6372333163,348463,NA
-102.671735652,41.976586407,348464,Blue Stem Lake
-102.676177161,42.6718322679,348465,NA
-102.657439771,42.0364374395,348466,NA
-102.644588241,42.0787196688,348467,NA
-102.634543699,42.1015822683,348468,NA
-102.617324013,42.0468581251,348469,NA
-102.622755035,42.2057858142,348470,NA
-102.622194164,42.2207130835,348471,NA
-102.619179899,42.5268553518,348472,NA
-102.600595061,42.1145630437,348473,NA
-102.601634144,42.2148632862,348474,NA
-102.596658716,42.2179831299,348475,NA
-102.604203328,42.2291096546,348476,NA
-102.58432926,42.0435954535,348477,NA
-102.576986214,42.107667091,348478,NA
-102.584437,42.1382331373,348479,School Section Lakes
-102.588138916,42.1483499739,348480,NA
-102.583562033,42.1734842081,348481,NA
-102.578016734,42.255436663,348482,Dillings Lake
-102.578497084,42.738430468,348483,NA
-102.563812113,42.0678425364,348484,NA
-102.569741715,42.1724828456,348485,NA
-102.564246708,42.1814522358,348486,NA
-102.562473345,42.2658922482,348487,NA
-102.564172829,42.3150962075,348488,NA
-102.553078943,42.1979322118,348489,NA
-102.529882413,42.1302288457,348490,NA
-102.534598799,42.16968632,348491,NA
-102.537893342,42.1912407639,348492,NA
-102.518192959,42.1778831812,348493,T Briggs Lake
-102.497416815,42.138888227,348494,NA
-102.504716813,42.2196864661,348495,NA
-102.498446639,42.3754867799,348496,NA
-102.486240186,41.9593385348,348497,NA
-102.470548369,42.0175825512,348498,Strong Lake
-102.482852121,42.0856091861,348499,NA
-102.476446921,42.0166058058,348500,NA
-102.467871891,42.0640767305,348501,NA
-102.477509858,42.0866345587,348502,NA
-102.468531522,42.0952068056,348503,NA
-102.478543714,42.2012987432,348504,NA
-102.460515107,42.3321415835,348505,NA
-102.448894928,41.9886040027,348506,Herman Lake
-102.459246153,42.0414356629,348507,NA
-102.446257252,42.1208935274,348508,NA
-102.45035448,42.2239604271,348509,NA
-102.45389053,42.2641862501,348510,NA
-102.456607331,42.2903984597,348511,NA
-102.44113182,42.1418137829,348512,NA
-102.437042693,42.1839878612,348513,NA
-102.430442167,42.0136979556,348514,NA
-102.429890069,42.1814695391,348515,NA
-102.423073807,42.6466190173,348516,NA
-102.404231752,42.1431409481,348517,NA
-102.387191016,42.0542185907,348518,NA
-102.395846343,42.1415840731,348519,NA
-102.389291916,42.2441264326,348520,NA
-102.371585727,42.044009237,348521,NA
-102.357461201,41.9346708326,348522,NA
-102.352218778,42.1810011235,348523,NA
-102.349473723,42.1852595548,348524,NA
-102.351771942,42.2943099871,348525,NA
-102.337403269,42.2666560976,348526,NA
-102.331098338,42.0112267518,348527,NA
-102.333019318,42.137206134,348528,NA
-102.327700541,42.2335567126,348529,NA
-102.317381329,42.1032066479,348530,NA
-102.299749941,42.1330018314,348531,Sandow Lake
-102.315755643,42.1547492285,348532,NA
-102.300944504,42.21290908,348533,NA
-102.286151059,42.1465999098,348534,Taylor Lake
-102.291728166,42.167233822,348535,O Brien Lake
-102.287305443,42.2138345094,348536,NA
-102.282298008,42.1897596348,348537,NA
-102.27065789,42.2545875133,348538,NA
-102.248100021,42.2015985157,348539,Carnes Lake
-102.223009045,42.0859197891,348540,Dillmans Lake
-102.215129337,42.150204838,348541,NA
-102.212597236,42.4793266352,348542,NA
-102.149173578,42.9345131139,348543,NA
-102.140304327,42.9223376156,348544,NA
-102.124623219,42.1874798129,348545,Granning Lake
-102.08668706,42.9556780076,348546,NA
-102.061781059,42.4071325133,348547,NA
-102.051126238,42.5474338227,348548,NA
-102.032534241,42.5075058873,348549,NA
-102.01786233200001,42.9906687886,348550,NA
-102.02792575,43.0253908911,348551,NA
-102.000786487,42.4694965501,348552,NA
-102.004036634,42.8686540925,348553,NA
-102.00157177,42.8901824114,348554,Log Cabin Lake
-101.94081425,42.9614197253,348555,NA
-101.937710614,42.9683481075,348556,NA
-101.911959575,42.4357005504,348557,Fawn Lake
-101.932042193,42.6726199999,348558,NA
-101.927744863,42.725905692,348559,NA
-101.922309644,42.9751718036,348560,NA
-101.909301813,42.6721215773,348561,NA
-101.909331378,42.9040818213,348562,NA
-101.907751877,42.9026482972,348563,NA
-101.914775243,42.9839361153,348564,NA
-101.886628854,42.4423148352,348565,Negrohead Lake
-101.887654819,42.6805277557,348566,NA
-101.882709584,42.9205348676,348567,Mud Lake
-101.87594288,42.9674865322,348568,NA
-101.844097065,42.6572663985,348569,NA
-101.836015529,42.6735416173,348570,NA
-101.822978416,42.4245172297,348571,NA
-101.836068832,42.4340668073,348572,Ruby Lake
-101.797887995,42.4255321955,348573,NA
-101.80432575,42.661318542,348574,NA
-101.796788419,42.6675913402,348575,NA
-101.798564282,42.6942524765,348576,NA
-101.781663513,42.3999750469,348577,Blue Crane Lake
-101.769776955,42.6799470902,348578,NA
-101.775581235,42.7034673684,348579,NA
-101.767995426,42.9594063006,348580,Mallard Lake
-101.743890069,42.4190267836,348581,NA
-101.747571096,42.7118733933,348582,NA
-101.727492348,42.6840482568,348583,NA
-101.728807107,42.6749324345,348584,NA
-101.707010921,42.4758857805,348585,NA
-101.67615308,42.9124100896,348586,Cottonwood Lake
-101.657419351,42.3916139241,348587,NA
-101.654097129,42.9689641361,348588,NA
-101.449096095,42.9922373258,348589,Winslow Lake
-101.432904706,42.5393649633,348590,NA
-101.414027114,42.5322886026,348591,NA
-101.382700644,42.4811109958,348592,NA
-101.38452138,42.9392085386,348593,NA
-101.284082092,42.7263842285,348594,Y Lake
-101.261385081,42.6867261043,348595,Schoolhouse Lake; School House Lake Reservoir
-101.231904486,42.6547930615,348596,NA
-101.224663927,42.4848547807,348597,NA
-101.225095301,42.6624773363,348598,NA
-101.13945638,42.5561868468,348599,NA
-101.121369687,42.5381888839,348600,NA
-101.022783812,42.591016913,348601,NA
-100.917366641,42.9574008121,348602,Fox Reservoir Number 2
-100.720350929,42.4919983625,348603,NA
-100.70420144,42.5230568655,348604,NA
-100.702458934,42.583707719,348605,NA
-100.699810121,42.6765729882,348606,Hudson Lake
-100.676353774,42.5650906805,348607,NA
-100.596724536,42.6557395228,348608,Bakers Lake
-100.584200294,42.4866397173,348609,NA
-100.575516395,42.6149708019,348610,NA
-100.582157791,42.6362626033,348611,Rogers Lake
-100.578398569,42.6343427815,348612,NA
-100.588005035,43.313681323,348613,NA
-100.529818436,42.5614325802,348614,NA
-100.530083538,42.5997000489,348615,NA
-100.536632611,42.8908742606,348616,Fish Hatchery Lake
-100.510980558,42.4869720583,348617,Pony Lake
-100.513796934,42.7555654609,348618,NA
-100.525164799,42.8351579671,348619,NA
-100.437565318,42.664138627,348620,NA
-100.430315594,43.0175831663,348621,NA
-100.312497226,42.6768522808,348622,NA
-100.274897728,42.5533603388,348623,NA
-100.266699054,42.7436984271,348624,O'Kief Reservoir
-100.241677096,42.6591480086,348625,NA
-100.051160927,42.5929579067,348626,NA
-100.042283217,42.928808699,348627,NA
-99.9433126646,43.0688912731,348628,NA
-99.9261229311,42.9357482504,348629,NA
-99.8743885031,42.6793147481,348630,NA
-99.8468973343,42.3119132465,348631,NA
-99.8407857653,42.8488331477,348632,NA
-99.836572368,42.9865915092,348633,NA
-99.78456254,42.308602028,348634,NA
-99.7811307551,42.3246777032,348635,NA
-99.7794558451,42.3226818483,348636,NA
-99.7628207853,42.3141769,348637,NA
-99.7016161862,42.9647647629,348638,Kappleman Reservoir
-99.6487871046,43.2418424206,348639,NA
-99.6309585839,43.017172828,348640,NA
-99.6059118722,42.9968197856,348641,NA
-99.6011403518,43.0442084376,348642,NA
-99.5749182082,42.9544487469,348643,NA
-99.5772967294,42.9940039058,348644,NA
-99.4755656528,42.8911921867,348645,Serr Reservoir
-99.4689448556,42.9588591569,348646,NA
-99.4676398544,43.2093420169,348647,NA
-99.4166560545,42.8993679537,348648,NA
-99.4206251469,43.1726288915,348649,NA
-99.3984060142,42.8838035111,348650,NA
-99.3670569027,42.8773110431,348651,NA
-99.3597653583,42.956909698,348652,NA
-99.3582267942,42.9872823704,348653,NA
-99.3696632459,43.0984741409,348654,NA
-99.368753906,43.1650892869,348655,NA
-99.3461051401,42.6486012913,348656,NA
-99.3492577539,42.6621476472,348657,NA
-99.3580669679,42.9066493772,348658,NA
-99.3563447515,42.9022445463,348659,NA
-99.3578482975,42.9957559043,348660,NA
-99.3523438998,43.124051957,348661,NA
-99.35759682,43.1674434495,348662,NA
-99.2980056079,42.7901113871,348663,NA
-99.3043028942,42.9611363414,348664,NA
-99.292010458,42.9404536163,348665,NA
-99.2338170288,43.1271151778,348666,NA
-99.0950938378,42.9574225139,348667,NA
-99.0714760497,42.7766955317,348668,NA
-99.0386701857,42.6988094236,348669,NA
-99.0015634634,42.6581185628,348670,NA
-98.9329274677,43.009343098,348671,NA
-98.8970764501,42.6070253481,348672,Eagle Creek Reservoir
-98.8745833923,42.675886214,348673,NA
-98.8571643353,42.5261460131,348674,NA
-98.8283310634,43.0187782468,348675,NA
-98.7896867016,42.5582236758,348676,NA
-98.7834765079,42.9054371942,348677,Lechtenberg-Lampman Reservoir
-98.7471173079,42.6979624033,348678,NA
-98.7248940223,42.8540199451,348679,NA
-98.6891492109,42.7774735875,348680,NA
-98.6508917806,42.5984063717,348681,NA
-98.6412713191,42.8007704246,348682,NA
-98.6170766751,42.931753723999996,348683,NA
-98.5972219023,42.918856917,348684,NA
-98.5556744935,42.8987269382,348685,NA
-98.4835343799,42.6947451856,348686,NA
-98.4606234804,42.6358922415,348687,NA
-98.3985706506,42.6343048479,348688,NA
-98.4093069731,42.6436112722,348689,NA
-98.2388885218,42.6596901674,348690,NA
-98.2073944196,42.6711926152,348691,Vonasek Reservoir
-98.19947082,42.631244196,348692,Bartos Reservoir Number 2
-98.1648721202,42.6393946562,348693,NA
-98.1284558199,42.5648433285,348694,NA
-98.1373179353,42.636320041,348695,NA
-98.1230940346,42.4718679092,348696,NA
-98.1122495987,42.6144639142,348697,NA
-98.0047861326,42.5422924399,348698,NA
-97.9706023881,42.6869399645,348699,NA
-103.092217857,42.4592169237,348700,Box Butte Reservoir
-102.089856069,42.4450073871,348701,Billys Lake
-101.714441272,42.4085983177,348702,Cottonwood Lake; Steverson Lake
-100.612710844,42.5815678534,348703,Trout Lake
-103.043819341,42.0583184514,348704,NA
-103.047784469,42.3557648717,348705,NA
-102.997860752,42.3176871161,348706,NA
-102.949413551,42.587292798,348707,Steffensen Reservoir
-102.832245351,42.2524373512,348708,NA
-102.845316035,42.4998364311,348709,NA
-102.815915168,42.1266444367,348710,NA
-102.812714952,42.2605809089,348711,NA
-102.766610711,42.1145542115,348712,NA
-102.767719264,42.1923560029,348713,NA
-102.762165896,42.0531616152,348714,Sewer Lake Number 1
-102.734861438,42.0061056623,348715,NA
-102.727890613,42.1278957561,348716,Fenner Lakes
-102.722286365,42.1398424037,348717,NA
-102.723692793,42.14510949,348718,NA
-102.688090983,41.9935930018,348719,NA
-102.686589953,42.1227375633,348720,NA
-102.660010174,41.9891757461,348721,NA
-102.652413951,42.07053313,348722,NA
-102.646157323,42.1802985223,348723,NA
-102.639684153,42.2015182687,348724,NA
-102.645789869,42.2403409127,348725,Twin Lakes
-102.633854414,42.0202319899,348726,NA
-102.625273596,42.0995392732,348727,NA
-102.628640615,42.5563591664,348728,Dorshorst Reservoir
-102.601730211,42.102934768,348729,NA
-102.592466281,42.0852736523,348730,NA
-102.584573964,42.0305535965,348731,NA
-102.584093629,42.0828821682,348732,NA
-102.579167114,42.0928892252,348733,NA
-102.582067349,42.1413983874,348734,School Section Lakes
-102.575202576,42.1930933739,348735,NA
-102.576720958,42.2033344055,348736,Bennett Lake
-102.570233367,42.2301078365,348737,NA
-102.545003854,41.9613604788,348738,NA
-102.556027333,42.0360903595,348739,Hiers Lakes
-102.544311365,42.1949022116,348740,NA
-102.528242927,42.0595318169,348741,Lane Lake
-102.541253274,42.1922795182,348742,NA
-102.52029432,42.287907937600004,348743,Skunk Lake
-102.540952156,42.2892672537,348744,NA
-102.525790192,41.9909364265,348745,NA
-102.520851498,42.0526641859,348746,NA
-102.521174229,42.0698904478,348747,Wilson Lake
-102.522184532,42.1308351325,348748,NA
-102.513204865,42.1907608634,348749,NA
-102.511412096,42.2084198547,348750,NA
-102.509760124,42.0111844769,348751,NA
-102.508809314,42.0560034664,348752,NA
-102.50035427,42.0906641502,348753,NA
-102.510790674,42.160708933,348754,NA
-102.507056143,42.2141841878,348755,NA
-102.497424035,42.2584159063,348756,NA
-102.483173131,42.0048132173,348757,NA
-102.484509846,42.088199129,348758,NA
-102.487111489,42.1166475994,348759,Cody Lake
-102.474293489,42.2491805754,348760,Joy Lake
-102.48830486,42.4225022054,348761,NA
-102.475997909,42.0925775747,348762,NA
-102.473545138,42.1187615974,348763,NA
-102.468516437,42.1180800128,348764,NA
-102.45023491,41.9794016172,348765,NA
-102.448162595,41.9830579911,348766,NA
-102.457392662,42.1812794791,348767,NA
-102.458857565,42.2366533458,348768,NA
-102.436307687,42.057169283,348769,NA
-102.440430283,42.0697251167,348770,Cook Lake
-102.44253228,42.1288654539,348771,NA
-102.440338276,42.1854471538,348772,NA
-102.415078675,42.0154249174,348773,NA
-102.410051354,42.0254191417,348774,NA
-102.404790015,42.0914572557,348775,NA
-102.401146522,42.1264070721,348776,Dennis Lake
-102.394246514,42.0914487494,348777,NA
-102.37345727,42.0641131467,348778,NA
-102.375666332,42.066048118,348779,NA
-102.378651119,42.1926726149,348780,NA
-102.383055459,42.2941798063,348781,NA
-102.349638024,41.9158830172,348782,Wood Lake
-102.360161854,42.0123647344,348783,NA
-102.321782488,42.2835447338,348784,NA
-102.305424048,42.1570931215,348785,NA
-102.266847133,42.2629948894,348786,Shane Lake
-102.266368447,42.084879973,348787,Haines Lake
-102.26999107,42.1795314839,348788,NA
-102.257589787,42.2137064833,348789,Jennings Lake
-102.248509405,42.8179869036,348790,NA
-102.215073878,42.4315727101,348791,Miller Lake
-102.204506767,42.0791711189,348792,Louden Lake
-102.163622799,42.4078113195,348793,NA
-102.162971209,42.4177019666,348794,NA
-102.167209506,42.5105450784,348795,NA
-102.114010214,42.4079980359,348796,Jacobs Lake
-102.116725292,42.973391857,348797,NA
-102.112907647,42.965274053900004,348798,Rush Lake
-102.067445297,42.4202182503,348799,Minnich Lake
-102.070706007,42.53523837,348800,Chokecherry Lake
-102.051224065,42.5293950584,348801,NA
-102.008511805,42.8711557768,348802,NA
-101.986468859,42.4613830689,348803,Dry Lake
-101.96426748,42.9022704113,348804,South Twin Lake
-101.94943104,42.9948338023,348805,NA
-101.937281508,42.7316267694,348806,NA
-101.938374176,42.9617518073,348807,NA
-101.932661032,42.4455056454,348808,NA
-101.904022558,42.5443177692,348809,NA
-101.899371893,42.3813136023,348810,NA
-101.893637258,42.8802472848,348811,NA
-101.868796452,42.4321990918,348812,Chamberlin Lake
-101.872189427,42.9723774814,348813,NA
-101.867913154,42.9775217791,348814,NA
-101.833116963,42.6281706303,348815,NA
-101.823568688,42.6831058815,348816,NA
-101.806296892,42.3993911285,348817,Steve Lake
-101.817291479,42.6539652825,348818,NA
-101.814983545,42.68091912,348819,NA
-101.781369767,42.3950956814,348820,NA
-101.775400883,42.8675706779,348821,NA
-101.779261323,42.9696949739,348822,Trumbull Lake
-101.748625369,42.4244066423,348823,Three Corners Lake
-101.738811744,42.3862640645,348824,Vaughn Lake
-101.742711692,42.7158258644,348825,NA
-101.694100405,42.3915205604,348826,Piester Lake
-101.703684941,42.5076314673,348827,NA
-101.679748875,42.9775965424,348828,NA
-101.660439742,42.9866013158,348829,NA
-101.61544337,42.9834823545,348830,NA
-101.610407751,42.9820272576,348831,NA
-101.460627344,42.5217286495,348832,NA
-101.389781656,42.7237464594,348833,NA
-101.340577912,42.5268165699,348834,Lake John
-101.320199222,42.4413164862,348835,Palmer Lake
-101.323099771,42.5487719385,348836,Badger Lake
-101.201725417,42.651255648,348837,NA
-101.15252361,42.4738466781,348838,NA
-100.994229646,42.6633409069,348839,NA
-100.673435476,43.2973580943,348840,Mission Lake
-100.675557274,43.3047176471,348841,NA
-100.642047792,42.5720592443,348842,Cedar Lake
-100.635245109,42.5180742845,348843,NA
-100.63170905,42.5998302383,348844,Spencer Lake
-100.604833338,42.7378302743,348845,NA
-100.565006094,42.4648289542,348846,Homestead Lake
-100.546492852,42.6333866106,348847,NA
-100.554377489,43.0382340635,348848,NA
-100.5358806,42.4784228938,348849,Round Lake
-100.543242807,42.6235900006,348850,NA
-100.521092544,42.5581320889,348851,NA
-100.523344446,42.5833887718,348852,NA
-100.50270526,42.5428506844,348853,NA
-100.499653648,42.5373106919,348854,NA
-100.501146128,42.7509889343,348855,NA
-100.496540454,42.962262662,348856,NA
-100.466481974,43.1990071116,348857,NA
-100.344935451,42.735175932,348858,NA
-100.326983333,43.1891021724,348859,NA
-100.229953617,43.1739874553,348860,NA
-100.18658588,42.6426623557,348861,NA
-100.1735068,43.0705530862,348862,NA
-100.007880655,42.8917630135,348863,NA
-100.006806359,42.8948981359,348864,NA
-100.011053877,42.916150821,348865,NA
-99.9674943187,42.5195844587,348866,NA
-99.9488796471,42.9109348165,348867,NA
-99.9142008502,42.8274795569,348868,Cub Creek Reservoir
-99.9328579065,42.9455595446,348869,NA
-99.8897219445,42.9036590842,348870,NA
-99.888047889,43.0000211915,348871,NA
-99.8635145572,42.5704918402,348872,NA
-99.801310733,42.5779602224,348873,Moody Group Reservoir
-99.7882925657,42.3099931366,348874,NA
-99.7808647591,42.3179988114,348875,NA
-99.7774971808,42.3418697569,348876,Jones Lake
-99.7763910103,43.017894673,348877,NA
-99.7460174599,43.0690254397,348878,NA
-99.7246218629,43.0316195019,348879,NA
-99.709299737,43.0276698764,348880,NA
-99.5553763415,42.8759804806,348881,NA
-99.5232148974,42.9326788482,348882,NA
-99.5248762219,42.9828922325,348883,NA
-99.4987522036,43.108399379,348884,NA
-99.5021692367,43.1931411385,348885,NA
-99.4434845704,42.981475614,348886,NA
-99.380966647,42.9955605112,348887,Kaupp East Reservoir
-99.3819724097,43.1641940897,348888,NA
-99.3305112911,42.7244147474,348889,NA
-99.3171442385,43.1754195131,348890,NA
-99.3002903156,42.8728246111,348891,NA
-99.260753609099993,43.1316349713,348892,NA
-99.1951819232,42.7647536683,348893,NA
-99.141595199,42.7502959129,348894,MMK Reservoir Number 1
-99.1409130906,42.9542114563,348895,Hamling Reservoir
-99.1327471887,42.763014953,348896,NA
-99.1012921956,42.8436093123,348897,Allyn Reservoir
-99.0684719609,42.8711288622,348898,NA
-99.039067597,42.973801382,348899,Blum Reservoir
-99.0189472945,42.9645337863,348900,Keller Reservoir
-98.8729227972,42.6810856512,348901,NA
-98.8601549115,42.5246334223,348902,NA
-98.8594791135,42.5710740823,348903,NA
-98.8457167243,42.6071292613,348904,Tielke Reservoir Number 1
-98.845470682,43.0220851239,348905,NA
-98.7907921855,42.5334823836,348906,NA
-98.7702577141,42.6597527131,348907,NA
-98.7421023045,42.7125827489,348908,NA
-98.6582439242,42.7947836284,348909,NA
-98.6675856571,42.9456907464,348910,NA
-98.6426384275,42.7964270083,348911,Prouty Reservoir Number 4
-98.519068125,42.681489591,348912,NA
-98.3661017221,42.4701827686,348913,NA
-98.3142699068,42.505264361,348914,NA
-98.3157839565,42.5733720056,348915,NA
-98.3063870048,42.7641539469,348916,NA
-98.2798233064,42.5308525173,348917,NA
-98.1890217582,42.7606702885,348918,NA
-98.1875974159,42.7557298013,348919,NA
-98.1412047355,42.375861574,348920,NA
-98.1420188543,42.5345511816,348921,NA
-98.1138272943,42.5257835372,348922,NA
-98.1232667096,42.5631433035,348923,Sukup Reservoir
-98.0908028252,42.5016461878,348924,NA
-98.0594504826,42.4459721023,348925,NA
-98.04675781,42.5006882942,348926,NA
-98.0167246408,42.6070539231,348927,NA
-97.9992100807,42.5672475932,348928,NA
-97.9850948762,42.7113257433,348929,NA
-97.9723593724,42.6683951514,348930,NA
-100.931812692,42.5975623928,348931,Merritt Reservoir
-100.655951424,42.4955582123,348932,Dads Lake
-100.49414975,42.4998890779,348933,South Marsh Lake; Middle Marsh Lake
-104.201421005,42.6897515833,348934,NA
-103.876392499,42.6974069949,348935,NA
-103.625976573,42.3156767324,348936,NA
-103.441938777,42.1542352069,348937,NA
-103.291913777,42.0891612641,348938,Kilpatrick Lake
-103.25989842,42.3288639287,348939,NA
-103.243090357,42.0755861236,348940,Cook SE Reservoir
-103.203323274,42.059890803,348941,NA
-103.105071853,42.145954111,348942,Luce Reservoir
-103.080099723,42.1232543839,348943,NA
-103.046415769,42.3116689298,348944,NA
-103.014799517,42.2977055057,348945,NA
-102.952678388,42.0544880745,348946,NA
-102.82146339,42.274021444,348947,NA
-102.814192775,42.1285375476,348948,NA
-102.768560565,42.2060277229,348949,NA
-102.759433892,42.0580011789,348950,Sewer Lake Number 2
-102.757368016,42.1965902066,348951,NA
-102.729885963,42.1248453014,348952,Fenner Lakes
-102.712292729,42.0262120037,348953,Clough Lake
-102.694833036,42.0971811119,348954,O'Neil Lake
-102.674245013,42.0078981336,348955,NA
-102.673819839,42.1433659295,348956,NA
-102.624555546,42.0935263667,348957,NA
-102.63490938,42.109658256,348958,NA
-102.61960653,42.2633790153,348959,NA
-102.589420603,42.0247232381,348960,NA
-102.58291186,42.1019512336,348961,Bower Lake
-102.595412259,42.2273675354,348962,NA
-102.592642206,42.2299022327,348963,NA
-102.569376065,42.0146306414,348964,NA
-102.564496008,42.034029038,348965,Hiers Lakes
-102.564584532,42.0811141885,348966,NA
-102.570094188,42.1829533913,348967,NA
-102.569593209,42.2243345417,348968,NA
-102.55530355,42.153953497,348969,NA
-102.553599166,42.1629202482,348970,NA
-102.541737279,42.1818577424,348971,D Briggs Lake
-102.549633387,42.2924252626,348972,NA
-102.536663181,42.1332186426,348973,NA
-102.526493115,42.1338749458,348974,NA
-102.540403679,42.2267501895,348975,NA
-102.542991176,42.2505367269,348976,NA
-102.527376101,42.2660690713,348977,NA
-102.542287361,42.287990184,348978,NA
-102.520386606,42.0595680645,348979,NA
-102.513176672,42.0512504085,348980,NA
-102.515514621,42.0702199231,348981,NA
-102.516347984,42.2042899342,348982,NA
-102.502217755,41.9818938311,348983,NA
-102.507321177,42.0132946022,348984,NA
-102.501663949,42.0194806449,348985,NA
-102.502904677,42.2613182574,348986,Goose Lake
-102.483694715,42.0513221931,348987,Ashburger Lake
-102.484724839,42.0814431702,348988,NA
-102.481690544,42.0885366538,348989,NA
-102.482560268,42.1241538642,348990,Simondson Lake
-102.490198472,42.1971159595,348991,NA
-102.483001428,42.351376391,348992,NA
-102.469769512,42.0044492133,348993,NA
-102.464154669,42.0052171236,348994,NA
